"linea_csv","codigo","descripcion","departamento","existencia","precio_1","moneda","iva","unidad","tipo_origen","conflictos","recomendacion"
"5973","40000422068","CHOCOLATE MILKY WAY DE 53 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-6","1.651,44","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5974","40000508830","CARAMELOS M&M DE 40 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","14","2.408,98","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5975","40000514206","TWIX DE 50.7 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.499,93","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5976","40000514251","CHOCOLATE SNICKERS DE 53 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","24","2.961,98","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5977","40000514480","CHOCOLATE CANDIES MILK  M&M DE 48 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.575,68","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5978","40000514510","CHOCOLATE M&M PEANUT DE 49.3 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.575,68","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5979","40000580881","CARAMELOS M&M DE 38 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","13","2.408,98","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5980","40000602040","CHOCOLATE MILKYWAY BAR DE 1.84 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","6","2.961,98","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5981","401","MAIZ PARA COTUFA DE 1 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.537,81","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"5982","4010508","SNICKER ALMOND DE 49 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.499,93","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5983","402","MASCARILLAS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,06","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"5984","403","JAMON DE PIERNA SANTORINO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","3.977,09","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5985","404","CAJA DE CARTON PARA TORTAS 35X35X10CM","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-51","871,17","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5986","405","CARBON EL ZULIA DE 10 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","15.779,57","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5987","406","CARBON RESTAURANT DE 10 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","15.779,57","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5988","407","JABON IRISH SPRING ORIGINAL DE 104.8 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1","1.060,56","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5989","408","CAJA DE CARTON PARA BRAZO GITANO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","530,28","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5990","409","CUBITO KNORR POR UNIDAD","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","228","439,37","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5991","410","VASO PARA JUGO NØ107 POR UNIDAD","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-135","151,51","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5992","4103","QUESO PARMESANO QUENACA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","10,419","41.066,28","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5993","411","VASO PARA CAFE PEQUEÑO NØ 27 POR UNIDAD","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-94","15,15","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5994","41116005190","CHUPETAS RING POP DE 14 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-2","939,35","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5995","412","VASO PARA CAFE GRANDE NØ 57 POR UNIDAD","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-780","151,51","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5996","413","CARBON POPULAR DE 10KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","15.150,81","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5997","41333001005","PILAS DURACELL DE AA 2","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.833,25","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5998","41333014630","PILAS 2 AA DURACEL","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,01","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"5999","41333038865","PILAS DURACELL MONEDA CR2032","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","2","757,54","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6000","41333431482","PILAS 3 AAA DURACELL","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,01","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"6001","414","4","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","4.855,84","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"6002","415","VELAS BLANCAS GRANDE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-92","333,32","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"6003","41500007007","MOSTAZA FRENCHS 226 GR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","3.060,46","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"6004","416","BOLSA DE PAPEL DE UN KILO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","6367","37.346,75","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"6005","417","BOLSA DE PAPEL MEDIANA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","4947","65.451,51","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"6006","41789001215","SOPA MARUCHAN INSTANT LUNCH DE 64 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.128,69","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6007","41789001888","SOPA IN64 G.STANT MARUCHAN SABOR A CARNE 64 G.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","Bs.","IVA1","UNI","Producto","precio_venta_ausente_o_cero","revisar_antes_de_importar"
"6008","41789001956","SOPA INSTANT CO CAMARON DE 64 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","Bs.","IVA1","UNI","Producto","precio_venta_ausente_o_cero","revisar_antes_de_importar"
"6009","418","BOLSA DE PAPEL LARGA PARA PAN","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-12","181,81","USD $","EXENTO","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"6010","419","BOLSA GRANDE DE PAPEL","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-178","196,96","USD $","EXENTO","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"6011","420","BOLSA PLASTICA DE 15 KILOS POR UNIDAD","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-55","30,3","USD $","EXENTO","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"6012","421","ANIS ESTRELLADO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1","11","Bs.","EXENTO","KG","Producto","existencia_negativa","revisar_antes_de_importar"
"6013","422","ADORNOS DE PASTILLAJE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","4","3.977,09","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"6014","423","MEDIO CARTON DE HUEVOS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","37","2.302,92","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"6015","424","CARTON DE HUEVO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","129","4.605,85","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"6016","425","PONQUESITOS ONCE ONCE DE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","348,47","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6017","426","PLATOS PLASTICOS P-5","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","371,19","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6018","430","JAMON AHUMADO OSCAR MAYER","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","5,93","13.135,75","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"6019","43000955628","KOOL-AID DE CHERRY DE 3.6 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","19","659,06","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6020","43000955673","KOOL-AID DE CHERRY DE 3.6 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","36","659,06","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6021","432","JAMON AHUMADO PRADO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","29,754","11.022,22","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"6022","435","JAMON DE PAVO LEYTON","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","5.264,91","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"6023","440","JAMON DE PIERNA TIJANA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-0,208","3.977,09","USD $","IVA1","KG","Producto","existencia_negativa","revisar_antes_de_importar"
"6024","441","JAMON DE PIERNA PRADO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","4,587","8.310,22","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"6025","456","PAN DE JAMON PEQUEÑO NORMAL","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-3000","9.090,49","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"6026","460","RECOLECTOR DE ORINA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","88","757,54","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6027","467","JAMON PIERNA ALIBAL","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","4,226","9.181,39","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"6028","468","FIANDRE ALIBAL","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","8,504","5.151,28","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"6029","476","COMBO DE TRES REFRESCO DE 2 LT.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","4.166,47","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6030","47677474208","HELADO TWIX BAR 89 ML.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.689,27","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6031","47677482487","HELADO SNICKER BAR 83 ML","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.749,87","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6032","477","COMBO DE TRES REFRESCOS DE 1 LT.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.893,85","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6033","478","COMBO DE TRES REFRESCOS DE 1.5 LT.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","3.030,16","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6034","479","CURITAS ADHESIVAS SATNDARD","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","60,6","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6035","480","ESPONJA IDEAL","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","969,65","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6036","48001437234","MAYONESA HELLMANNS DE 739 ML.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","6.052,75","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"6037","4963406","COCA COLA ORIGINAL TASTE DE 355 ML","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","878,75","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6038","50000010110","LECHE EVAPORADA CARNATION EVAPORADA DE354 ML","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.901,43","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"6039","50000301621","COFFE MATE NESTLE DE 453.5 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3","8.385,97","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6040","501","CARBON VEGETAL CARBONERO 1.5 KG","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","643,91","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6041","502","CARBON VEGETAL CARBONERO 3 KL","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,22","Bs.","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"6042","503","TABACOS LA GRAN JOYA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-3","363,62","USD $","EXENTO","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"6043","504","CHIMO EL APUREÑITO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","252","681,79","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"6044","505","CHIMO TIGRITO VARIADOS 18 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","659,06","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"6045","506","CHIMO EL COLONIERO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","219,69","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"6046","507","REFRESCO COCA-COLA RETONABLE DE 1.25 LT CON BOTELLA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","29","1.143,89","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6047","508","REFRESCO RETORNABLE PEPSI COLA DE 1.25 LTS. SIN BOTELLA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","1.143,89","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6048","509","MORTADELA DE POLLO DON RAMON","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1","3.022,59","USD $","EXENTO","KG","Producto","existencia_negativa","revisar_antes_de_importar"
"6049","510","CIRUELAS PASAS DESHIDRATADAS DE 10 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","120","18.211,28","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"6050","511","FRUTAS CONFITADAS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","32","19.893,02","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6051","512","CAJS DE NAVIDAD Nº 1","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","500","159,08","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6052","513","CJA DE NAVIDAD Nº 3","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","500","212,11","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6053","514","CAJA DE NAVIDAD Nº 6","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","501","371,19","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6054","51497357504","TOSTONES SALSERITOS DE 80 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","840,87","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6055","51497399986","ISELITAS DE YUCA CHIPS CREMA CEOLLA DE 70 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1","2.022,63","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"6056","51497399993","ISELITAS YUCA CHIOS LIMON DE 70 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.068,09","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6057","515","GALLETAS CHARMY POR UNIDAD DE 12 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1","45,45","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"6058","516","GALLETAS RELLENAS CON GUAYABA EL VEINTADIERO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1","727,24","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"6059","517","BANMDEJAS DE ANIME BT01","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","500","22,73","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"6060","518","BANDEJAS DE ANIME TIPO D","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3","13.628,16","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6061","519","GUANTES DE LIMPIEZA MARCA SUN NEGRO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","12","1.469,63","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6062","520","PAN DE GUAYABA CON QUESO PEQUEÑO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1166","1.060,56","USD $","IVA1","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"6063","52000103151","GATORADE GLACIER CHERRY DE 355ML.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.499,93","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6064","52000104615","GTATORADE COOL BLUE DE 355ML.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.499,93","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6065","52000122473","GATORADE FRUIT PUNCH DE 355 ML","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","4","1.166,61","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6066","52000122480","GATORADE ORANGE DE 355 ML.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3","1.166,61","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6067","52000124859","GATORADE DE LIMON DE 355 ML.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","14","1.166,61","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6068","521","BOLSAS DE ASA DE 2 KILOS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","5360","12.741,83","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6069","522","MILLAR DE BOLSAS DE 3 KILOS CON  ASA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1984","14.014,50","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6070","523","PINZAS TIPO CHEF FALUPA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","24","6.855,74","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6071","524","BOLSAS DE NAVIDAD PALSTICA DE NAVIDAD DE 10 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","8000","53,03","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6072","525","BOLSAS DE ASA DE 25 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1100","333,32","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6073","528","AZUCAR CONFIT DE 50 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","10","60.338,11","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"6074","52800488168","CREMA CORPORAL LUBRIDERM 177 ML","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,12","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"6075","530","CHOCOLATE NESTLE ESPECIALIDADES POR UNIDAD","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","172","659,06","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6076","531","BOLSA DE ASA D EUN KILO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","999","22,73","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6077","533","TRES CANILLAS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-47","909,05","USD $","EXENTO","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"6078","540","REFRESCO GOLDEN KOLA DE BOTELLA RETORNABLE DE 350CC.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","207","507,55","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6079","541","REFRESCO PEPSI RETORNABLE DE 350 ML.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","58","704,51","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6080","542","MIEL DE ABEJA APIARO EL PROGRESO DE 500 CC.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","3.992,24","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"6081","54228107010","GALLETAS MARIA LA TRAD. CARABOBO DE 200G","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","1.212,06","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6082","54228107119","GALLETAS DE SODA CARABOBO DE 240G","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.037,78","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6084","54228107164","GALLETA MARIA TRADICIONAL DE 22 GR,","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","68,18","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6085","54228107201","GALLETAS DE SODA SIN SAL CARABOBO 235GR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","4","757,54","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6086","54228107300","GALLETAS SALTIN CARABOBO DE 235 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.121,16","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6087","54228107607","GALLETAS DULCES CHOCOLATE CHIPS 150 GR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.310,50","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6088","54228109908","GALLETAS DULCES AVENA Y PASAS 150G","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.090,86","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6089","54228110003","GALLETAS DULCES CON CHOCOLATE NOBLESE DE 84 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.552,96","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6090","54228110607","MARIA CARABOBO ESTUCHE DE 400 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,23","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"6091","54228110911","GALLETAS CREMITA NAVIDAD DE 192 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","901,47","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6092","54228110973","GALLETAS CREMITAS DE VAINILLA 70 GR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,06","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"6093","54228110980","CREMITAS RELLENAS DE VAINILLA DE 32 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,01","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"6094","54228110997","GALLETAS CREMITAS CHOCOLATE 70 GR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,06","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"6095","543","MIEL DE ABEJA EL PRIGRESO DE 1 LT.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","5.893,67","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"6096","544","CHIMO EL TURPIAL 19 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","424,22","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"6097","545","CHIMO EL TURPIAL DE 7 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","90,9","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"6098","546","POMIENTA NEGRA POR KILO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","7.067,85","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6099","547","CHIMO APUREÑITOS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-212","681,79","USD $","EXENTO","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"6100","548","5555","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","515,13","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6101","549","REFRESCO DUMBO  MANZANITA DE 300 ML.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-21","636,33","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"6102","550","CARAMELOS COMETIN DOBLE SABOR POR UNIDAD","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","45,45","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6103","551","GOMITAS DRILO 11 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","227,26","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6104","552","REFRESCO DUMBO NARANJA DE 300 ML.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-9","636,33","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"6105","553","REFRESCO DUMBO UVA DE 300 ML.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","13","636,33","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
